keyword,score,category
활햇/Noun,-0.006048265,
혼자왓/Noun,-0.006048265,
한단/Noun,-0.006048265,
티패딩/Noun,-0.006048265,
탓습니/Noun,-0.006048265,
탄거죠/Verb,-0.006048265,
층을눌럿/Noun,-0.006048265,
쳐다봣더/Noun,-0.006048265,
지다/Noun,-0.006048265,
잇는데진/Verb,-0.006048265,
인했고/Adjective,-0.006048265,
인하시겟습니까/Adjective,-0.006048265,
이쁘네/Adjective,-0.006048265,
열렸고/Verb,-0.006048265,
없을꺼란/Adjective,-0.006048265,
않을뿐더러/Verb,-0.006048265,
앉아있었습니다/Verb,-0.006048265,
안내받지못하다가/Verb,-0.006048265,
성추행/Noun,-0.006048265,
생길려/Verb,-0.006048265,
뻗었습니다/Verb,-0.006048265,
뻔한거에/Adjective,-0.006048265,
바라보고있었습니다/Verb,-0.006048265,
말을걸/Verb,-0.006048265,
막으면서/Verb,-0.006048265,
들어오든/Verb,-0.006048265,
뒤따라/Verb,-0.006048265,
둘밖/Noun,-0.006048265,
데려다주겠/Verb,-0.006048265,
달려왔습니다/Verb,-0.006048265,
닫힐려/Verb,-0.006048265,
닫히도록/Verb,-0.006048265,
닫을려/Verb,-0.006048265,
다가오면서/Verb,-0.006048265,
는길/Verb,-0.006048265,
내려야겠다고/Verb,-0.006048265,
기다리고있었습니다/Verb,-0.006048265,
겪을수/Verb,-0.006048265,
겪은게/Verb,-0.006048265,
겪었을/Verb,-0.006048265,
겪고도/Verb,-0.006048265,
건말/Noun,-0.006048265,
가야겠/Verb,-0.006048265,
가시려는/Verb,-0.006048265,
가내/Noun,-0.006048265,
가고싶을까요/Verb,-0.006048265,
나가게/Verb,-0.006060462,
일어나게/Verb,-0.006082338,
할렵니/Noun,-0.006105745,
하고있더군요/Verb,-0.006105745,
쳐다보며/Verb,-0.006105745,
있으셨나요/Adjective,-0.006105745,
없으세요/Adjective,-0.006105745,
어부/Noun,-0.006105745,
아닌듯이/Adjective,-0.006105745,
불가하다더군요/Adjective,-0.006105745,
물었/Verb,-0.006105745,
먹겠습니다/Verb,-0.006105745,
떴습니다/Verb,-0.006105745,
내미니/Verb,-0.006105745,
앉아있을/Verb,-0.006118528,
싸움하기/Verb,-0.006134083,
되는지까지/Verb,-0.006134083,
느낌안/Verb,-0.006134083,
않았던지/Verb,-0.006142567,
나뒹굴어/Verb,-0.006142567,
지우지/Verb,-0.006164571,
지나가/Verb,-0.006191939,
움방/Noun,-0.006194143,
모른다며/Verb,-0.006194143,
즐기러/Verb,-0.006194335,
함시에/Verb,-0.006256175,
청소원/Noun,-0.006256175,
잠김/Verb,-0.006256175,
실하라고/Adjective,-0.006256175,
부리고/Noun,-0.006256175,
되어있는듯/Verb,-0.006289174,
올라가느라/Verb,-0.006304842,
ㅂ/KoreanParticle,-0.006316761,
뿌러지/Noun,-0.006356877,
넘었나/Verb,-0.006356877,
하려해/Verb,-0.006362614,
산골/Noun,-0.006362614,
불가능했음/Adjective,-0.006362614,
억울해서/Adjective,-0.006384872,
살릴수/Verb,-0.006384872,
보셨음/Verb,-0.006384872,
바라기에는/Verb,-0.006384872,
미안하셔야/Adjective,-0.006384872,
날아다닌/Verb,-0.006384872,
끙끙/Noun,-0.006384872,
차나오는데/Verb,-0.006389735,
인하려구요/Adjective,-0.006389735,
얼룩져있더군요/Verb,-0.006389735,
멀뚱멀뚱하더니/Adjective,-0.006389735,
다가가니/Verb,-0.006389735,
눈부십니다/Adjective,-0.006389735,
칭칭/Noun,-0.006415066,
저렴했지요/Adjective,-0.006415066,
저렴하니가/Adjective,-0.006415066,
싫었거든요/Adjective,-0.006415066,
서서있어도/Verb,-0.006415066,
샜던/Verb,-0.006415066,
더주/Adjective,-0.006415066,
끝났다/Verb,-0.006415066,
기줄/Verb,-0.006415066,
고딴/Modifier,-0.006415066,
감아/Verb,-0.006415066,
어이쿠/Noun,-0.00642172,
죄송하네요/Adjective,-0.006469727,
가주/Noun,-0.006473946,
바구니/Noun,-0.006478715,
된것은/Verb,-0.006485175,
혼남/Verb,-0.006493892,
큼큼/Adverb,-0.006493892,
치웠나/Verb,-0.006493892,
치운게/Verb,-0.006493892,
찾으셨나요/Verb,-0.006493892,
진뜩진뜩/Noun,-0.006493892,
없어진게/Verb,-0.006493892,
어떻하죠/Adjective,-0.006493892,
알아보겠다하기에/Verb,-0.006493892,
생긴것도/Verb,-0.006493892,
빨개지는게/Adjective,-0.006493892,
버리셨길래/Verb,-0.006493892,
버렸단/Verb,-0.006493892,
발뺌/Noun,-0.006493892,
뭐밍/Noun,-0.006493892,
무심/Noun,-0.006493892,
말이냐고/Verb,-0.006493892,
놔뒀을/Verb,-0.006493892,
나빠질/Verb,-0.006493892,
그래주시라고/Adjective,-0.006493892,
개떡같이/Adjective,-0.006493892,
가보고싶/Verb,-0.006493892,
?!'/Punctuation,-0.006493892,
빌리는/Verb,-0.006504698,
편하도록/Adjective,-0.0065311,
패딩입/Noun,-0.0065311,
죽겠음/Verb,-0.0065311,
좋았다기/Adjective,-0.0065311,
좋아하진/Adjective,-0.0065311,
좋군/Adjective,-0.0065311,
전화하라고/Adjective,-0.0065311,
올려야지/Verb,-0.0065311,
올라가려는데/Verb,-0.0065311,
오듯/Verb,-0.0065311,
열리며/Verb,-0.0065311,
얼어있음/Verb,-0.0065311,
받는다/Verb,-0.0065311,
미안하고/Adjective,-0.0065311,
면역/Noun,-0.0065311,
먹인걸/Verb,-0.0065311,
맛감/Noun,-0.0065311,
마시려니/Verb,-0.0065311,
마듯/Noun,-0.0065311,
되살리며/Verb,-0.0065311,
돌아가냐/Verb,-0.0065311,
낫겠군/Verb,-0.0065311,
나가나/Verb,-0.0065311,
기다릴듯/Verb,-0.0065311,
가부/Noun,-0.0065311,
했었어야/Verb,-0.006539533,
투땡/Noun,-0.006591593,
큰아이/Verb,-0.006591593,
청경채/Noun,-0.006591593,
차있음/Verb,-0.006591593,
잡으며/Verb,-0.006591593,
이렇다면/Adjective,-0.006591593,
어이없었/Adjective,-0.006591593,
안가리라/Verb,-0.006591593,
실했네요/Adjective,-0.006591593,
손목/Noun,-0.006591593,
물들만/Verb,-0.006591593,
면함/Noun,-0.006591593,
마름/Adjective,-0.006591593,
다쳤음/Verb,-0.006591593,
꺾이고/Verb,-0.006591593,
괜찮다하여/Adjective,-0.006591593,
끊겼다는게/Verb,-0.006592099,
문질렀다/Verb,-0.006609313,
닦고도/Verb,-0.006609313,
낮아도/Adjective,-0.006609313,
잊을것/Verb,-0.006624347,
수북했습니다/Adjective,-0.006624347,
수북한건/Adjective,-0.006624347,
들어서서는/Verb,-0.006624347,
그러네요/Adjective,-0.006635048,
걸었지만/Verb,-0.006641401,
않어요/Verb,-0.006648119,
마셨던/Verb,-0.006654941,
했다고만/Verb,-0.006673295,
작은거실에/Adjective,-0.006673295,
없다고하네요/Adjective,-0.006673295,
미루고/Verb,-0.006673295,
룸하/Noun,-0.006673295,
돼었으니/Verb,-0.006673295,
다를수있다고/Adjective,-0.006673295,
기다리라도/Verb,-0.006673295,
고만합니다/Adjective,-0.006673295,
콤/Noun,-0.006684564,
틀리다는걸/Verb,-0.006702043,
안된것의/Adjective,-0.006702043,
묵으시려면/Verb,-0.006702043,
엎어둔걸/Noun,-0.006764529,
나올거라도/Verb,-0.006764529,
짜증나게/Adjective,-0.006775614,
보낸다는게/Verb,-0.006775614,
더럽혀서/Verb,-0.006775614,
자연/Noun,-0.006784841,
어두운편/Noun,-0.006805939,
하러가면/Verb,-0.006809259,
참아서/Verb,-0.006809259,
찢어서/Verb,-0.006809259,
올리겠음/Verb,-0.006809259,
싸우는것만/Verb,-0.006809259,
붐빌까봐/Verb,-0.006809259,
발메트/Noun,-0.006809259,
뭔지/Noun,-0.006809259,
돌아보지말고/Verb,-0.006809259,
단성/Noun,-0.006809259,
나눠져있는데/Verb,-0.006809259,
걸린게/Verb,-0.006809259,
잡긴/Verb,-0.006847165,
일어나야/Verb,-0.006849706,
부/Noun,-0.006866664,
워딩/Noun,-0.006868467,
멀쩡/Noun,-0.006877067,
올래요/Verb,-0.006898305,
31일/Number,-0.006919151,
70/Number,-0.006919518,
힘써야/Verb,-0.006920889,
헷갈리더군요/Adjective,-0.006920889,
줘가면서/Verb,-0.006920889,
재포/Noun,-0.006920889,
원론/Noun,-0.006920889,
양사/Noun,-0.006920889,
스위트동/Noun,-0.006920889,
비루/Noun,-0.006920889,
불필요하게/Adjective,-0.006920889,
납입/Noun,-0.006920889,
끝나더군요/Verb,-0.006920889,
증폭/Noun,-0.006929418,
보다못한/Verb,-0.006929418,
믿음직하지못/Adjective,-0.006929418,
가보았죠/Verb,-0.006929418,
돌아가야/Verb,-0.006942018,
리다/Noun,-0.006951153,
달아놨는지/Verb,-0.007009641,
합니까/Verb,-0.007011965,
프란트/Noun,-0.007011965,
차음/Noun,-0.007011965,
뜯갸있/Noun,-0.007014467,
더러울/Adjective,-0.007014467,
다린실/Verb,-0.007014467,
파라솔/Noun,-0.007014813,
실함/Adjective,-0.007020726,
힘줘서/Verb,-0.007023138,
하실까봐/Verb,-0.007023138,
터졌네요/Verb,-0.007023138,
주시는것이요/Verb,-0.007023138,
주시겠다면서/Verb,-0.007023138,
올라오시겠다는데/Verb,-0.007023138,
연결했습니다/Adjective,-0.007023138,
여쭈니깐/Verb,-0.007023138,
않으세요/Verb,-0.007023138,
않았나요/Verb,-0.007023138,
안눌/Noun,-0.007023138,
싶을까요/Verb,-0.007023138,
비눗물/Noun,-0.007023138,
물었죠/Verb,-0.007023138,
맞는건데/Verb,-0.007023138,
말씀드리려고/Verb,-0.007023138,
리더/Noun,-0.007023138,
들어있던데/Verb,-0.007023138,
눌렀습니다/Verb,-0.007023138,
누르니깐/Verb,-0.007023138,
넘어갔더니/Verb,-0.007023138,
끊으시네요/Verb,-0.007023138,
가능하다더군요/Adjective,-0.007023138,
거래처/Noun,-0.007024647,
모처럼/Noun,-0.00706228,
후분/Noun,-0.007083923,
바지/Noun,-0.007122686,
오겠다고/Verb,-0.007124312,
탱/Adverb,-0.007134078,
붙임/Verb,-0.007147059,
적반하장/Noun,-0.007158983,
잘알게/Verb,-0.007158983,
아끼시길/Verb,-0.007158983,
몰아가는/Verb,-0.007158983,
몰상식하고/Adjective,-0.007158983,
널브러진/Noun,-0.007158983,
새는건/Verb,-0.007161513,
보여줌/Verb,-0.007214418,
신선했네요/Adjective,-0.00723528,
인점/Noun,-0.007238336,
필수품/Noun,-0.007247964,
싫었네요/Adjective,-0.007255653,
하고있네요/Verb,-0.007278038,
중장/Noun,-0.007300112,
접으면서/Verb,-0.007300112,
알수있었고/Verb,-0.007300112,
보는지도/Verb,-0.007300112,
몰랐을까/Verb,-0.007300112,
곱게도/Adjective,-0.007300112,
개어/Verb,-0.007300112,
말임에도/Foreign,-0.00730248,
깔아놓는/Verb,-0.00730248,
웃으시며/Verb,-0.007310573,
빼주고/Verb,-0.007312563,
밥좀/Noun,-0.007315615,
더내세요/Adjective,-0.007315615,
만져서/Verb,-0.007322012,
해야하는거/Verb,-0.007328395,
뛰어다니네요/Verb,-0.007328395,
늘어놓고/Verb,-0.007328395,
숨막힐/Adjective,-0.007345853,
황당했다/Adjective,-0.007360621,
훔쳐/Verb,-0.007373257,
했다니깐/Verb,-0.007373257,
전화하신/Adjective,-0.007373257,
있으라고/Adjective,-0.007373257,
씻어야지/Verb,-0.007373257,
씻게/Verb,-0.007373257,
씩씩거리면서/Verb,-0.007373257,
빼던지/Verb,-0.007373257,
빌렸으면/Verb,-0.007373257,
부러야하는지/Verb,-0.007373257,
방귀/Noun,-0.007373257,
몰아세우던지/Verb,-0.007373257,
돼냐고/Verb,-0.007373257,
돼냐/Verb,-0.007373257,
데워지는데/Verb,-0.007373257,
당혹스럽고/Adjective,-0.007373257,
내줄테니/Verb,-0.007373257,
내준다고/Verb,-0.007373257,
끼면서/Verb,-0.007373257,
끊더니/Verb,-0.007373257,
꾸는/Verb,-0.007373257,
감아도/Verb,-0.007373257,
흘러나옴하/Verb,-0.007397522,
그럴리/Adjective,-0.007412501,
따라가지/Verb,-0.007426624,
빠뜨림/Verb,-0.007429037,
깔려진/Verb,-0.007429037,
잠궈/Verb,-0.007436447,
처참했습니다/Adjective,-0.007447786,
싫을것/Adjective,-0.007447786,
받아놓은/Verb,-0.007447786,
뒀어도/Verb,-0.007447786,
두었을/Verb,-0.007447786,
되어있는것이/Verb,-0.007447786,
되고나면/Verb,-0.007447786,
나와있는것도/Verb,-0.007447786,
근무시간/Noun,-0.007447786,
고이는게/Adjective,-0.007447786,
걸때/Noun,-0.007447786,
했는/Verb,-0.007480419,
커턴/Noun,-0.007482813,
즐겁지/Adjective,-0.007482813,
자욱/Noun,-0.007482813,
자랑스런/Adjective,-0.007482813,
유인/Noun,-0.007482813,
우나동/Noun,-0.007482813,
않았냐고/Verb,-0.007482813,
떨칠/Verb,-0.007482813,
다름이/Adjective,-0.007482813,
끓여서/Verb,-0.007482813,
끓어야/Verb,-0.007482813,
근사/Noun,-0.007482813,
거창한/Adjective,-0.007482813,
가상하지만/Adjective,-0.007482813,
해놨으면/Verb,-0.007483659,
채워놓/Verb,-0.007483659,
채운게/Verb,-0.007483659,
줘놓고/Verb,-0.007483659,
있겟다/Adjective,-0.007483659,
이었던거는/Verb,-0.007483659,
않는거였음/Verb,-0.007483659,
쌀수도/Verb,-0.007483659,
서통/Noun,-0.007483659,
내는데는/Verb,-0.007483659,
나오지를/Verb,-0.007483659,
나오지가/Verb,-0.007483659,
감으려고/Verb,-0.007483659,
감았습니다/Verb,-0.007483659,
감았고/Verb,-0.007483659,
감네요/Verb,-0.007483659,
프론트에말/Noun,-0.007491223,
드리겠다는/Verb,-0.007491223,
별일/Noun,-0.00749699,
전화하다가/Adjective,-0.007522176,
안되있는듯/Adjective,-0.007522176,
요구르트/Noun,-0.007546271,
;;)/Punctuation,-0.007593707,
주셨던/Verb,-0.007599798,
뻔쩍/Noun,-0.007636299,
훔쳐가거나/Verb,-0.007653473,
체크인했던/Foreign,-0.007653473,
열으시는/Verb,-0.007653473,
않으시겠다고/Verb,-0.007653473,
보시던/Verb,-0.007653473,
한다면서도/Verb,-0.007668417,
치워줘서/Verb,-0.007668417,
짓더니/Verb,-0.007668417,
전화했었다고/Adjective,-0.007668417,
적겠음/Verb,-0.007668417,
잔반/Noun,-0.007668417,
서있었음/Verb,-0.007668417,
벗어서/Verb,-0.007668417,
말씀드리겠다며/Verb,-0.007668417,
뜨겁지/Adjective,-0.007668417,
들어갔는지/Verb,-0.007668417,
뒤늦게나마/Adjective,-0.007668417,
둘러보니/Verb,-0.007668417,
누르니/Verb,-0.007669692,
비추고요/Verb,-0.007697763,
뜨거워지는/Adjective,-0.007697763,
가렵다/Noun,-0.007701703,
흘리는데/Verb,-0.007708288,
칠만원/Noun,-0.007708288,
열으래요/Verb,-0.007708288,
달랐던/Adjective,-0.007708288,
남길께요/Verb,-0.007708288,
들인/Verb,-0.007719268,
분대/Noun,-0.007731999,
켰더니/Verb,-0.00779148,
잦지만/Verb,-0.00779216,
했다가는/Verb,-0.007794393,
인해서/Adjective,-0.007798543,
생각나더군요/Verb,-0.007850298,
잡으세요/Verb,-0.007854128,
즉석요리/Noun,-0.007859387,
파마/Noun,-0.007886229,
알려주더군요/Verb,-0.007886229,
물어야만/Verb,-0.007886229,
묶고가는지/Verb,-0.007886229,
이랑은/Josa,-0.007890101,
똑같더라/Adjective,-0.007890265,
ㅎㅎㅋㅋ/KoreanParticle,-0.007890265,
하는것만/Verb,-0.007916193,
펴지도/Verb,-0.007916193,
욱여넣/Noun,-0.007916193,
어두컴컴하여/Adjective,-0.007916193,
붙어자/Verb,-0.007916193,
물리는/Verb,-0.007916193,
있다하여/Adjective,-0.007918635,
음번/Noun,-0.007937796,
하는가/Verb,-0.007949565,
쿨한건/Adjective,-0.007949565,
주길/Verb,-0.007949565,
잘라거/Verb,-0.007949565,
있는데로/Adjective,-0.007949565,
시키길/Verb,-0.007949565,
배짱/Noun,-0.007949565,
묶으시고/Verb,-0.007949565,
맡길거라니깐/Verb,-0.007949565,
당연한가/Adjective,-0.007949565,
넘는다면/Verb,-0.007949565,
낼테니/Verb,-0.007949565,
개주고/Verb,-0.007949565,
가르치며/Verb,-0.007949565,
쿠사리/Noun,-0.007967018,
더있음/Adjective,-0.007967018,
패스포트/Noun,-0.007978316,
접견/Noun,-0.007978316,
야심/Noun,-0.007978316,
야단/Noun,-0.007978316,
부회/Noun,-0.007978316,
뵈지도/Verb,-0.007978316,
버리셨나요/Verb,-0.007978316,
명령/Noun,-0.007978316,
맞았는지는/Verb,-0.007978316,
단문/Noun,-0.007978316,
내셨나요/Verb,-0.007978316,
이루말/Verb,-0.007980988,
지나서/Verb,-0.007986489,
혀을/Noun,-0.007988883,
소공/Noun,-0.007988883,
발상/Noun,-0.007988883,
만들던가/Verb,-0.007988883,
들어가라는/Verb,-0.007988883,
두르게/Verb,-0.007988883,
훈련소/Noun,-0.007990078,
저렴하다지만/Adjective,-0.007990078,
울컥/Adverb,-0.007990078,
우울해지는/Adjective,-0.007990078,
올려주셨더라면/Verb,-0.007990078,
깹니다/Verb,-0.007990078,
그런거라는데/Adjective,-0.007990078,
기대하게/Adjective,-0.007993561,
드렸을텐데/Verb,-0.00800137,
주었으며/Verb,-0.008070649,
해줘서/Verb,-0.008087117,
후회됨/Adjective,-0.00812752,
왁스/Noun,-0.008133149,
방이/Noun,-0.008133227,
헤멨어/Noun,-0.008151072,
나겠어요/Verb,-0.008179814,
남기면/Verb,-0.008185188,
함께라서/Verb,-0.008205091,
받겠다고/Verb,-0.008218633,
안나더라고요/Verb,-0.00828098,
안가려고/Verb,-0.008300517,
슨북히/Noun,-0.008300517,
다녀오자싶어/Verb,-0.008300517,
퍽퍽/Noun,-0.008347142,
오늘이/Noun,-0.008348633,
해드리면/Verb,-0.00834936,
머무르긴/Verb,-0.00834936,
되죠/Verb,-0.00834936,
오셔도/Verb,-0.008361792,
뱉으면서/Verb,-0.008363673,
하셨으니/Verb,-0.008367484,
전화함/Adjective,-0.008373128,
현식/Noun,-0.008384568,
하려도/Verb,-0.008384568,
트래/Noun,-0.008384568,
클은/Verb,-0.008384568,
클과/Verb,-0.008384568,
크리닝팀/Noun,-0.008384568,
치시더군요/Verb,-0.008384568,
출보다/Verb,-0.008384568,
챙겨놨다곤/Verb,-0.008384568,
찌어진/Verb,-0.008384568,
즘/Noun,-0.008384568,
일으/Verb,-0.008384568,
얻었고/Verb,-0.008384568,
얏트/Noun,-0.008384568,
쓰래/Noun,-0.008384568,
스태이/Noun,-0.008384568,
보내주냐고/Verb,-0.008384568,
벌어진/Verb,-0.008384568,
버렸다가/Verb,-0.008384568,
물어보기전에/Verb,-0.008384568,
마셨으면/Verb,-0.008384568,
렁칭/Noun,-0.008384568,
라울/Noun,-0.008384568,
뚫어진/Verb,-0.008384568,
딱딱하는/Adjective,-0.008384568,
뒤져서/Verb,-0.008384568,
두드리시더군요/Verb,-0.008384568,
두구요/Verb,-0.008384568,
됬냐고/Verb,-0.008384568,
되었는가를/Verb,-0.008384568,
꾸껑/Noun,-0.008384568,
그랜하얏/Noun,-0.008384568,
군요/Eomi,-0.008384568,
가버립니다/Verb,-0.008384568,
가먼트/Noun,-0.008384568,
ohn/Alpha,-0.008384568,
뿌리고싶다면/Verb,-0.008389363,
동월/Noun,-0.008389363,
데려왔는지/Verb,-0.008389363,
덜거/Verb,-0.008389363,
남자라면/Noun,-0.008389363,
남아돌아서/Verb,-0.008389363,
맛있으니까/Adjective,-0.008405655,
찍어가신/Verb,-0.008405863,
후려치고싶네요/Verb,-0.008424959,
씻는것도/Verb,-0.008424959,
흘러나와서/Verb,-0.008427211,
설침아마/Adjective,-0.008427211,
묻어져있고/Verb,-0.008427211,
했는데인/Verb,-0.008433771,
칠흑/Noun,-0.008433771,
차분히인을/Adjective,-0.008433771,
짐짓/Noun,-0.008433771,
조여/Noun,-0.008433771,
울타리/Noun,-0.008433771,
올라서야/Verb,-0.008433771,
올라가거나/Verb,-0.008433771,
억울하게/Adjective,-0.008433771,
방만한/Adjective,-0.008433771,
맞아야/Verb,-0.008433771,
들었는지/Verb,-0.008433771,
닿고/Verb,-0.008433771,
느린데다/Adjective,-0.008433771,
놓으려면/Verb,-0.008433771,
나풀거림/Verb,-0.008433771,
"...),/Punctuation",-0.008433771,
추운건/Verb,-0.00843898,
한것처럼/Verb,-0.008441881,
튀긴게/Verb,-0.00845141,
튀겨/Verb,-0.00845141,
습한거랑은/Adjective,-0.00845141,
둔거/Verb,-0.00845141,
담았는지/Verb,-0.00845141,
다치진/Verb,-0.008472924,
하는거예요/Verb,-0.008478743,
하고다음/Verb,-0.008478743,
풀지도/Verb,-0.008478743,
트윈룸인거/Noun,-0.008478743,
컨펌메일/Noun,-0.008478743,
춥기까지/Verb,-0.008478743,
책장/Noun,-0.008478743,
죄송합니다로/Adjective,-0.008478743,
올렸고/Verb,-0.008478743,
올꺼라고/Verb,-0.008478743,
알려주시겠다고/Verb,-0.008478743,
알려주겠다고/Verb,-0.008478743,
쓰자마자/Verb,-0.008478743,
서장/Noun,-0.008478743,
바뀌어진/Verb,-0.008478743,
매니져의/Verb,-0.008478743,
맡기며/Verb,-0.008478743,
맡겨진/Verb,-0.008478743,
때우자는/Verb,-0.008478743,
된것인지/Verb,-0.008478743,
늘려주는/Verb,-0.008478743,
늘려주겠다/Verb,-0.008478743,
늘려가고/Verb,-0.008478743,
꺼내놓지도/Verb,-0.008478743,
기다렸지요/Verb,-0.008478743,
바라보면/Verb,-0.008490756,
하는말을/Verb,-0.008493566,
자못/Noun,-0.008493566,
땅바닥/Noun,-0.008506097,
해야하냐고/Verb,-0.008507298,
탈색/Noun,-0.008512164,
여름날/Noun,-0.008533866,
애매해요/Adjective,-0.008576995,
독일/Noun,-0.008612653,
해야하는거냐고/Verb,-0.008618375,
이럼/Adjective,-0.008618375,
붙어있었다/Verb,-0.008618375,
물으니까/Verb,-0.008618375,
랬으/Noun,-0.008618375,
단수는시까지/Verb,-0.008618375,
내려짐/Verb,-0.008618375,
가져왔는데/Verb,-0.008654224,
나용/Noun,-0.008655802,
야할까/Adjective,-0.008695119,
않겠다고/Verb,-0.008742417,
써놓고/Verb,-0.00875318,
다이렉트/Noun,-0.008784484,
누울/Noun,-0.008786654,
한소리/Noun,-0.008827872,
할수있을까/Verb,-0.00884248,
맡겨도/Verb,-0.00884248,
나빴다고/Adjective,-0.00884248,
나빳습니/Noun,-0.00884248,
비었을테니까/Verb,-0.008854787,
방거/Noun,-0.008854787,
먹으라/Verb,-0.008854787,
고쳐주겠다/Verb,-0.008854787,
우신거/Verb,-0.00887021,
팅팅/Noun,-0.008896292,
짜증난/Adjective,-0.008896292,
달래/Noun,-0.008896292,
그득해/Adjective,-0.008896292,
..)./Punctuation,-0.008896292,
프론트가/Noun,-0.008897601,
골랐음에도/Verb,-0.008904263,
찌르는/Verb,-0.009048231,
가무/Noun,-0.009050288,
친절하신거요/Adjective,-0.009066885,
스티커사진/Noun,-0.009066885,
막히더군요/Verb,-0.009066885,
간지러웠고/Adjective,-0.009066885,
비었으나/Verb,-0.009090948,
망쳤고/Verb,-0.009090948,
간거였고/Verb,-0.009090948,
um/Alpha,-0.009113929,
지켜지는데/Verb,-0.009120339,
지저분해진건/Adjective,-0.009120339,
바꾸던지/Verb,-0.009120339,
못다녓네/Noun,-0.009120339,
닦았다고밖에/Verb,-0.009120339,
보푸라기/Noun,-0.009144967,
길었으며/Adjective,-0.00915953,
힘들어서요/Adjective,-0.009159553,
있고싶었거든요/Adjective,-0.009159553,
보이시나요/Verb,-0.009159553,
버틸수있다/Verb,-0.009159553,
더있기/Adjective,-0.009159553,
갔습니다만/Verb,-0.009159553,
남은걸/Verb,-0.009166487,
남긴거였어요/Verb,-0.009166487,
감으라는/Verb,-0.009166487,
보다못해/Verb,-0.009171432,
구아닌/Noun,-0.009171432,
거지같음/Adjective,-0.009171432,
혼미/Noun,-0.009201654,
않은텔/Noun,-0.009201654,
솔직한게/Adjective,-0.009201654,
빼시고/Verb,-0.009201654,
남기시고/Verb,-0.009201654,
자야하잖아요/Verb,-0.009218394,
심각하더라구요/Adjective,-0.009218394,
답임/Noun,-0.009230636,
있을꺼/Adjective,-0.009249632,
벽옷/Noun,-0.009251261,
끈끈/Noun,-0.009273113,
함위/Noun,-0.009282162,
특이해/Adjective,-0.009282162,
신체/Noun,-0.009282162,
바꿀거면/Verb,-0.009282162,
룸미러/Noun,-0.009282162,
되어있었음/Verb,-0.009282162,
꺼내셔서/Verb,-0.009282162,
그럴수있다고/Adjective,-0.009282162,
도로로/Noun,-0.009298113,
인기척/Noun,-0.00931225,
좋아할까/Adjective,-0.009324683,
얼초/Noun,-0.009324683,
아하/Exclamation,-0.009324683,
쓰죠/Verb,-0.009324683,
바꿨다는데/Verb,-0.009324683,
묵으래도/Verb,-0.009324683,
맛있을듯/Adjective,-0.009324683,
로세/Josa,-0.009324683,
갈거리/Verb,-0.009324683,
사를/Verb,-0.00935639,
닳아서/Verb,-0.00935639,
나있는건/Verb,-0.00935639,
"






/Foreign",-0.00935639,
움푹/Noun,-0.009357731,
거북할/Adjective,-0.009357731,
살다보면/Noun,-0.009369256,
싫어하거나/Adjective,-0.009374605,
걸기/Verb,-0.009374605,
걸립니다/Verb,-0.009418918,
첨봣네/Noun,-0.009426193,
찢어진건/Verb,-0.009426193,
죄겟어/Noun,-0.009426193,
안좋겟어/Adjective,-0.009426193,
배고픈/Adjective,-0.009426193,
묶으실/Verb,-0.009426193,
말징/Noun,-0.009426193,
드룹/Noun,-0.009426193,
둬요/Verb,-0.009426193,
넘어간게/Verb,-0.009426193,
ㅕ/KoreanParticle,-0.009426193,
헀/Noun,-0.009427312,
했는지는/Verb,-0.009434431,
왔더라구요/Verb,-0.009434431,
나아지려나/Verb,-0.009434431,
겹겹/Noun,-0.009434431,
흉내/Noun,-0.009461582,
통나무/Noun,-0.009461582,
처마/Noun,-0.009461582,
발트/Noun,-0.009461582,
넘다니/Verb,-0.009461582,
내었다가/Verb,-0.009461582,
내려앉아/Verb,-0.009461582,
열어놓으라고/Verb,-0.009469234,
시키냐니깐/Verb,-0.009469234,
깨끗하지가/Adjective,-0.009469234,
힌지/Noun,-0.009567545,
합쳐져있는/Verb,-0.009567545,
챙기셔/Verb,-0.009567545,
잔것도/Verb,-0.009567545,
왠만해서/Adjective,-0.009567545,
썩은내나는건/Verb,-0.009567545,
써놓으면/Verb,-0.009567545,
바꾸시길/Verb,-0.009567545,
메모장/Noun,-0.009567545,
말림/Noun,-0.009567545,
드시는데/Verb,-0.009567545,
당할까봐/Adjective,-0.009567545,
꽂았다가/Verb,-0.009567545,
권고사직/Noun,-0.009567545,
계면활성제/Noun,-0.009567545,
개화/Noun,-0.009567545,
"?/Punctuation""",-0.009567545,
아쉬워서/Adjective,-0.009584075,
편리하지도/Adjective,-0.00961227,
찾겠네요/Verb,-0.00961227,
숨소리/Noun,-0.00961227,
붙이는/Verb,-0.00961227,
더보/Noun,-0.00961227,
댕겨/Noun,-0.00961227,
바쁘다고만/Adjective,-0.009640977,
가져가는것만/Verb,-0.009640977,
택하/Noun,-0.009649067,
했는데이게/Verb,-0.009686548,
봤으며/Verb,-0.009686548,
본거예요/Verb,-0.009686548,
베어있는/Verb,-0.009686548,
몰드/Noun,-0.009686548,
까지해/Verb,-0.009686548,
가렵기/Noun,-0.009686548,
가려움증/Noun,-0.009686548,
같아오/Adjective,-0.009686818,
그러라고/Adjective,-0.009694204,
누리/Noun,-0.009704636,
하는거에/Verb,-0.009769978,
치있으신/Verb,-0.009769978,
학적/Noun,-0.009772612,
인체/Noun,-0.009772612,
걸어놓았을/Verb,-0.009772612,
